iyear,imonth,count
1994,4,1
1995,4,1
1995,7,2
1996,4,1
1996,5,1
1996,8,2
1996,12,1
1997,3,2
1997,4,1
1997,7,1
1998,2,1
1998,5,1
1999,10,1
2000,1,1
2016,9,1
2018,2,1
