iyear,count
1991,7
1992,2
1994,16
1995,83
1996,35
1997,79
1998,13
1999,13
2000,17
2001,37
2002,18
2003,18
2004,1
2005,5
2006,5
2007,3
2008,7
2010,29
2011,8
2012,4
2013,2
2014,5
2015,102
2016,83
2017,21
2018,10
2019,6
2020,7
