iyear,count
1970,1
1972,4
1973,1
1974,5
1976,1
1977,1
1978,8
1979,8
1980,8
1981,6
1982,1
1983,8
1984,10
1985,21
1986,3
1987,1
1988,5
1989,7
1990,2
1991,6
1992,9
1994,5
1995,1
1997,2
1998,3
1999,2
2002,3
2003,8
2007,1
2009,1
2012,1
2014,2
2016,6
2017,3
2018,3
2019,1
2020,3
