iyear,count
1972,7
1973,2
1974,1
1975,2
1976,4
1977,5
1978,1
1979,5
1980,2
1981,3
1982,11
1984,4
1985,4
1986,4
1987,4
1988,1
1989,2
1990,1
1991,3
1992,8
1994,5
1995,12
1996,4
1997,1
1998,1
2006,1
2007,1
2008,7
2009,3
2011,1
2013,1
2016,3
2017,1
2018,1
2020,4
