iyear,count
1992,17
1994,31
1995,34
1996,22
1997,40
1998,11
1999,4
2000,6
2001,6
2005,1
2007,1
2009,1
2010,1
2012,5
2014,1
2015,3
2016,2
2017,2
2018,3
2019,2
