iyear,count
1970,4
1971,22
1972,19
1973,21
1974,14
1975,136
1976,50
1977,147
1978,209
1979,279
1980,187
1981,107
1982,146
1983,122
1984,143
1985,114
1986,125
1987,104
1988,151
1989,142
1990,113
1991,89
1992,72
1994,55
1995,44
1996,63
1997,86
1998,17
1999,47
2000,112
2001,79
2002,41
2003,21
2004,31
2005,24
2006,23
2007,11
2008,37
2009,21
2010,3
2012,1
2013,5
2014,4
2015,1
2016,3
2017,4
2018,2
2019,4
