iyear,count
1981,1
1990,1
1991,1
1992,3
1994,2
1996,6
1997,41
1998,7
1999,3
2000,2
2001,1
2003,1
2009,1
2013,1
2014,2
2015,4
2016,2
2017,1
2019,1
2020,1
