iyear,count
1973,1
1974,1
1977,1
1980,1
1981,2
1983,1
1984,1
1989,3
1990,5
1991,11
1992,12
1994,1
1995,3
1996,16
1997,38
1998,46
1999,23
2000,14
2001,20
2002,3
