iyear,count
1980,1
1988,3
1990,11
1991,4
1992,15
1994,2
1995,8
1997,26
1998,1
1999,1
2000,4
2001,8
2002,3
2005,1
2007,1
2008,2
2009,3
2010,1
2011,4
2012,12
2013,3
2014,2
2015,2
2018,3
2019,1
