iyear,count
1971,1
1973,1
1975,1
1977,1
1978,3
1979,1
1981,1
1985,1
1986,1
1987,1
1988,5
1989,18
1990,4
1995,1
1996,4
1999,7
2000,8
2002,1
2017,2
