iyear,count
1974,1
1984,1
1985,1
1986,1
1991,2
1992,4
1994,1
1995,3
1996,1
1997,1
1998,1
1999,1
2002,4
2006,11
2007,7
2008,8
2009,3
2010,1
2014,1
2015,27
2016,5
2017,6
2018,12
2019,14
2020,15
