iyear,count
1985,1
1989,1
1991,6
1992,16
1994,8
1995,2
1996,1
1997,3
1999,2
2007,7
2008,9
2009,4
2010,3
2011,2
2012,1
2013,4
2014,5
2015,41
2016,25
2017,13
2018,19
2019,49
2020,35
