iyear,count
1974,1
1976,1
1977,15
1978,9
1979,16
1980,23
1981,42
1982,26
1983,56
1984,60
1985,106
1986,159
1987,133
1988,245
1989,149
1990,154
1991,127
1992,271
1994,174
1995,32
1996,47
1997,17
1998,6
1999,17
2000,21
2002,8
2007,2
2008,1
2012,4
2013,13
2014,20
2015,5
2016,27
2017,29
2018,41
2019,23
2020,17
