iyear,count
1973,3
1975,2
1977,1
1978,2
1979,5
1980,1
1981,3
1982,1
1983,2
1984,7
1985,7
1986,3
1987,10
1988,5
1989,6
1990,11
1991,11
1992,6
1994,6
1995,3
1996,10
1998,1
1999,1
2000,2
2001,1
2004,1
2007,1
2012,1
2013,2
2014,2
2016,2
2020,11
