iyear,count
1973,1
1974,3
1976,2
1977,7
1978,11
1979,2
1980,2
1981,2
1982,3
1983,10
1984,24
1985,12
1986,8
1987,6
1988,9
1989,14
1990,8
1991,17
1992,23
1994,6
1995,6
1996,5
1997,4
1998,3
1999,2
2000,4
2001,5
2002,2
2003,4
2004,2
2008,2
2009,3
2011,1
2012,1
2013,2
2015,1
2016,6
2017,3
2018,11
2019,3
2020,5
