iyear,count
1992,22
1994,9
1995,6
1996,33
1997,42
1998,9
1999,5
2000,6
2001,2
2002,3
2003,1
2005,1
2006,1
2007,2
2008,4
2009,1
2010,1
2011,1
2013,1
2014,3
2015,6
2018,2
