imonth,1974,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1994,1995,1996,1997,1998,1999,2000,2002,2007,2008,2012,2013,2014,2015,2016,2017,2018,2019,2020
1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,14.0,22.0,0.0,10.0,3.0,35.0,31.0,23.0,27.0,15.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
2,0.0,0.0,0.0,2.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,14.0,4.0,8.0,5.0,0.0,25.0,78.0,51.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0
3,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,17.0,20.0,36.0,0.0,0.0,36.0,100.0,164.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,4.0,13.0,11.0,10.0,22.0,9.0,89.0,92.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
5,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,24.0,3.0,1.0,2.0,17.0,8.0,2.0,6.0,63.0,29.0,30.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,6.0,3.0,3.0
6,0.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,3.0,6.0,32.0,4.0,15.0,1.0,19.0,7.0,116.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0
7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,37.0,8.0,24.0,4.0,9.0,15.0,31.0,20.0,7.0,3.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,3.0
8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,17.0,11.0,16.0,7.0,13.0,8.0,66.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,9.0,3.0,2.0,47.0,44.0,32.0,5.0,21.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0
10,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,8.0,1.0,1.0,6.0,0.0,21.0,53.0,55.0,25.0,2.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0
11,0.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,14.0,6.0,6.0,7.0,2.0,10.0,39.0,65.0,8.0,1.0,0.0,0.0,3.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,31.0,9.0,5.0,18.0,14.0,0.0,50.0,14.0,10.0,24.0,23.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
