imonth,2006,2008,2011,2014
1,0.0,0.0,0.0,0.0
3,0.0,1.0,0.0,0.0
8,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
12,4.0,4.0,0.0,0.0
