imonth,1995,1996,2007,2008,2009,2010,2011,2020
2,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,6.0,0.0,0.0,0.0,0.0,17.0,0.0
