iyear,count
1970,2
1972,4
1974,1
1980,3
1982,5
1983,1
1985,3
1986,2
1989,1
1992,3
1994,4
1995,5
1996,1
1997,2
1998,4
1999,2
2000,5
2004,2
2006,2
2008,5
2009,4
2010,2
2012,3
2013,4
2014,3
2015,5
2016,6
2017,16
2018,7
2019,5
2020,14
