iyear,count
1989,3
1990,1
1991,1
1992,5
1994,13
1995,8
1996,62
1997,18
1998,2
1999,2
2000,4
2001,12
2002,2
2003,3
2004,2
2005,1
2008,20
2009,7
2010,1
2011,4
2012,4
2013,12
2014,37
2015,17
2016,5
2017,6
2018,1
2019,14
2020,21
