iyear,count
1972,1
1973,1
1975,4
1976,15
1977,15
1978,4
1979,15
1980,8
1981,10
1982,3
1983,9
1984,14
1985,20
1986,11
1988,2
1989,1
1992,1
1994,1
1995,3
2011,2
2020,1
