iyear,count
1971,2
1972,3
1975,1
1978,1
1979,1
1983,1
1986,3
1989,3
1990,6
1991,6
1992,12
1994,1
1995,1
1996,1
1997,4
1999,2
2000,1
2005,3
2006,1
2008,1
2009,1
2010,3
2011,1
2012,2
2014,5
2015,35
2016,16
2017,18
2018,6
2019,2
2020,3
