iyear,count
1975,1
1980,1
1981,8
1983,1
1984,2
1987,1
1988,2
1989,2
1990,12
1991,8
1992,21
1994,57
1995,13
1996,16
1997,19
1998,1
1999,4
2000,9
2001,5
2002,3
2003,1
2004,1
2005,6
2006,10
2007,156
2008,172
2009,122
2010,130
2011,185
2012,325
2013,342
2014,872
2015,422
2016,602
2017,617
2018,527
2019,361
2020,280
