iyear,count
1970,5
1971,11
1972,15
1973,4
1974,11
1975,13
1976,4
1977,5
1978,27
1979,82
1980,67
1981,108
1982,26
1983,10
1984,17
1985,3
1986,6
1987,1
1988,6
1989,6
1990,11
1991,9
1992,16
1994,43
1995,8
1996,3
1998,5
1999,8
2000,15
2001,4
2003,2
2005,5
2006,14
2007,9
2008,8
2009,15
2010,14
2011,13
2012,5
2013,11
2014,9
2015,9
2016,10
2017,11
2018,13
2019,8
2020,7
