iyear,count
1991,5
1992,24
1994,19
1995,8
1996,8
1997,19
1998,7
1999,17
2000,10
2001,7
2002,7
2003,7
2005,7
2006,5
2007,7
2008,22
2009,23
2010,112
2011,118
2012,313
2013,435
2014,814
2015,818
2016,917
2017,531
2018,498
2019,795
2020,474
