iyear,count
1971,2
1972,2
1978,1
1989,2
1990,2
1991,3
1992,67
1994,39
1995,56
1996,33
1997,18
1998,7
1999,8
2000,4
2001,7
2002,3
2003,1
2008,2
2013,2
2018,1
2020,1
