iyear,count
1979,8
1981,25
1982,1
1983,6
1984,3
1985,7
1986,1
1987,1
1988,15
1989,15
1990,14
1991,2
1992,3
1994,13
1995,7
1996,29
1997,24
1998,18
1999,19
2000,20
2001,24
2002,24
2003,30
2004,10
2005,11
2007,1
2008,7
2009,2
2010,6
2012,4
2014,6
2015,10
2016,15
2017,13
2018,10
2019,4
2020,5
