iyear,count
1970,2
1971,4
1972,1
1973,4
1974,3
1975,5
1976,4
1977,3
1978,7
1979,4
1980,8
1981,7
1982,2
1983,6
1984,4
1985,2
1986,8
1987,13
1988,10
1989,8
1990,1
1991,17
1992,32
1994,12
1995,11
1996,12
1997,41
1998,1
1999,5
2001,5
2002,5
2003,8
2007,2
2008,1
2009,3
2012,1
2013,1
2014,4
2015,3
2016,6
2017,17
2018,11
2019,9
2020,7
