iyear,count
1980,14
1981,9
1982,12
1983,6
1984,3
1985,1
1986,1
1987,11
1988,1
1989,3
1990,6
1991,1
1992,1
1994,1
1995,2
2000,1
2001,3
2002,8
2003,1
2006,1
2007,1
2008,5
2010,1
2011,1
2013,3
2014,1
2017,3
2018,2
2019,2
2020,1
