iyear,count
1975,1
1979,3
1981,2
1982,2
1983,7
1984,81
1985,110
1986,142
1987,115
1988,350
1989,510
1990,140
1991,115
1992,103
1994,35
1995,126
1996,176
1997,63
1998,35
1999,46
2000,67
2001,36
2002,3
2003,9
2004,33
2005,133
2006,216
2007,132
2008,100
2009,37
2010,3
2012,4
2013,14
2014,16
2015,11
2016,1
2017,41
2018,7
2019,15
2020,1
