iyear,count
1970,1
1976,1
1980,2
1984,2
1985,1
1987,1
1992,4
1994,2
1995,12
1997,6
1999,1
2000,2
2010,2
2011,4
2012,4
2013,10
2014,15
2015,19
2016,15
2017,10
2018,4
2020,2
