iyear,count
1970,6
1971,3
1972,3
1973,2
1976,5
1977,1
1978,5
1979,6
1980,19
1981,11
1982,4
1983,8
1984,5
1985,1
1986,3
1987,1
1988,2
1989,5
1990,7
1991,24
1992,24
1994,19
1995,23
1996,18
1997,39
1998,2
1999,1
2000,2
2001,3
2002,1
2003,1
2006,3
2012,1
2013,3
2014,3
2015,5
2016,3
2017,2
2018,12
2019,3
2020,6
