iyear,count
1972,1
1976,1
1978,4
1979,23
1980,58
1981,21
1982,56
1983,39
1984,31
1985,3
1986,14
1987,14
1988,21
1989,113
1990,105
1991,94
1992,139
1994,179
1995,68
1996,31
1997,23
1998,14
1999,11
2000,30
2001,131
2002,88
2003,49
2004,35
2005,53
2006,37
2007,92
2008,68
2009,10
2010,11
2011,20
2012,23
2013,64
2014,133
2015,245
2016,157
2017,84
2018,118
2019,97
2020,61
