iyear,count
1973,7
1976,2
1977,6
1978,8
1979,49
1980,41
1981,34
1982,21
1983,106
1984,563
1985,232
1986,243
1987,173
1988,185
1989,146
1990,161
1991,127
1992,116
1994,15
1995,17
1996,8
1997,6
1998,1
1999,3
2000,2
2001,3
2002,1
2003,2
2006,1
2007,8
2008,4
2009,8
2010,5
2011,6
2012,2
2013,5
2014,17
2015,1
2016,19
2017,17
2018,47
2019,27
2020,54
