iyear,count
1970,2
1973,2
1974,3
1975,12
1976,1
1977,4
1978,35
1979,16
1981,1
1982,2
1983,12
1984,15
1985,10
1986,10
1987,10
1988,16
1989,13
1990,93
1991,19
1992,40
1994,9
1995,20
1996,8
1997,5
1998,1
1999,2
2000,13
2001,3
2002,2
2003,2
2008,3
2009,1
2013,1
2014,5
2015,10
2016,1
2018,1
2019,2
