iyear,count
1970,1
1971,1
1972,8
1974,1
1978,2
1979,2
1980,6
1981,1
1982,2
1986,2
1988,3
1989,2
1991,4
1992,4
1994,9
1995,5
1996,5
1997,4
1998,6
2000,1
2001,2
2006,2
2008,1
2009,1
2010,1
2013,1
2014,8
2015,12
2016,9
2017,4
2018,3
2019,2
2020,5
