iyear,count
1975,1
1979,1
1982,1
1994,1
1995,1
1997,1
1998,1
2000,2
2001,4
2002,2
2004,1
2008,1
2010,1
2013,7
2014,11
2015,14
2016,3
2017,6
2018,3
2019,1
2020,8
