iyear,imonth,iday,latitude,longitude,eventid
2015,1,3,33.303567,44.371771,201412030034
2015,1,1,45.183961,15.828342,201412220095
2015,1,1,33.303567,44.371771,201501010001
2015,1,1,59.857979,17.639822,201501010002
2015,1,1,32.069287,20.151145,201501010003
2015,1,1,33.303567,44.371771,201501010004
2015,1,1,33.303567,44.371771,201501010005
2015,1,1,33.303567,44.371771,201501010006
2015,1,1,33.057992,44.354838,201501010007
2015,1,1,36.325846,43.145785,201501010008
2015,1,1,33.864798,42.536383,201501010009
2015,1,1,41.106178,28.689863,201501010010
2015,1,1,9.869925,78.479669,201501010011
2015,1,1,35.029167,69.363056,201501010012
2015,1,1,24.891116,67.143312,201501010013
2015,1,1,-4.472451,136.834972,201501010014
2015,1,1,29.54828,67.879192,201501010017
2015,1,1,30.366281,68.599642,201501010018
2015,1,1,30.383333,47.7,201501010020
2015,1,1,34.41712,70.449594,201501010022
2015,1,1,31.784837,35.224613,201501010024
2015,1,1,48.721667,39.183889,201501010025
2015,1,1,48.69327,38.514635,201501010026
2015,1,1,48.317078,38.270738,201501010027
2015,1,1,48.633037,38.379463,201501010028
2015,1,1,47.315,37.806111,201501010030
2015,1,1,48.333338,38.4,201501010031
2015,1,1,48.375785,37.907298,201501010032
2015,1,1,48.251964,38.323397,201501010033
2015,1,1,48.692864,38.514635,201501010034
2015,1,1,48.25189,38.41282,201501010035
2015,1,1,48.068785,37.743811,201501010036
2015,1,1,48.328046,38.507095,201501010037
2015,1,1,10.286652,11.163862,201501010038
2015,1,1,10.631559,14.658782,201501010039
2015,1,1,48.328046,38.507095,201501010067
2015,1,1,32.453788,62.031136,201501010068
2015,1,1,18.832981,80.77664,201501010069
2015,1,1,15.914915,48.650744,201501010070
2015,1,1,15.914915,48.650744,201501010071
2015,1,1,15.470053,45.322776,201501010074
2015,1,1,36.201721,37.143521,201501010075
2015,1,1,-1.749689,41.192947,201501010076
2015,1,1,13.129727,45.385572,201501010077
2015,1,1,23.832322,85.958883,201501010080
2015,1,1,31.997362,63.29867,201501010081
2015,1,1,36.728591,68.868066,201501010082
2015,1,1,37.184444,68.914444,201501010083
2015,1,1,28.893738,64.405848,201501010095
2015,1,1,36.2065,37.160027,201501010096
2015,1,2,33.303567,44.371771,201501020001
2015,1,2,33.303567,44.371771,201501020002
2015,1,2,32.613889,65.81,201501020043
2015,1,2,2.059818,45.326114,201501020044
2015,1,2,6.774396,47.429032,201501020045
2015,1,2,3.115641,43.646581,201501020046
2015,1,2,3.85,45.566667,201501020047
2015,1,2,36.337837,73.83777,201501020048
2015,1,2,7.483368,80.367085,201501020049
2015,1,2,28.86935,69.37845,201501020050
2015,1,2,28.373562,67.565649,201501020053
2015,1,2,33.349159,43.784197,201501020055
2015,1,2,33.420949,43.295662,201501020056
2015,1,2,33.403057,43.911866,201501020057
2015,1,2,33.518611,70.802222,201501020058
2015,1,2,31.600629,64.369652,201501020059
2015,1,2,47.314984,37.806111,201501020060
2015,1,2,48.329633,38.500834,201501020061
2015,1,2,48.329633,38.500834,201501020062
2015,1,2,48.069685,37.741752,201501020063
2015,1,2,37.110345,68.849843,201501020068
2015,1,2,24.912089,91.850123,201501020073
2015,1,2,9.228089,8.460458,201501020075
2015,1,2,9.410207,9.21093,201501020076
2015,1,2,9.636866,8.499615,201501020077
2015,1,2,34.942699,69.262517,201501020078
2015,1,2,13.063399,44.880882,201501020079
2015,1,2,6.660501,122.13899,201501020080
2015,1,2,34.41712,70.449594,201501020081
2015,1,2,33.242222,69.828056,201501020082
2015,1,2,15.325444,44.211895,201501020083
2015,1,2,19.058698,-96.15845,201501020094
2015,1,3,33.303567,44.371771,201501030035
2015,1,3,33.548307,44.415735,201501030036
2015,1,3,33.303567,44.371771,201501030037
2015,1,3,33.043201,44.641946,201501030038
2015,1,3,34.928947,43.493056,201501030039
2015,1,3,33.953165,44.921904,201501030040
2015,1,2,12.166372,75.334212,201501030041
2015,1,3,14.33,46.872778,201501030043
2015,1,3,46.498405,30.716375,201501030044
2015,1,3,31.193647,16.553884,201501030045
2015,1,2,29.090883,15.780211,201501030046
2015,1,3,6.7001,124.73288,201501030047
2015,1,3,6.802292,124.677007,201501030048
2015,1,3,34.346721,62.197317,201501030050
2015,1,3,33.914076,68.656837,201501030052
2015,1,3,35.21243,43.411166,201501030054
2015,1,3,35.236431,43.466814,201501030055
2015,1,3,33.420949,43.295662,201501030056
2015,1,3,34.346721,62.197317,201501030059
2015,1,3,28.543741,68.218439,201501030060
2015,1,3,26.444275,65.224275,201501030061
2015,1,3,35.628848,36.458795,201501030073
2015,1,3,15.421337,3.021221,201501030074
2015,1,3,12.107451,11.754643,201501030075
2015,1,3,13.095123,13.818728,201501030076
2015,1,3,12.992768,13.72156,201501030077
2015,1,3,12.922965,13.563938,201501030078
2015,1,3,12.922965,13.563938,201501030079
2015,1,3,13.120723,13.86245,201501030080
2015,1,3,13.120905,13.876099,201501030081
2015,1,3,33.542623,68.41533,201501030082
2015,1,3,35.221192,71.049777,201501030083
2015,1,3,35.190189,70.993524,201501030084
2015,1,3,18.255729,81.241831,201501030085
2015,1,3,34.029758,36.584046,201501030086
2015,1,3,15.921257,48.636382,201501030089
2015,1,3,15.325444,44.211895,201501030090
2015,1,3,15.944438,48.788861,201501030091
2015,1,3,33.695975,70.336069,201501030092
2015,1,3,33.695975,70.336069,201501030093
2015,1,3,48.963878,39.00583,201501030096
2015,1,3,47.20529,37.759419,201501030097
2015,1,3,48.618219,37.899406,201501030098
2015,1,3,47.261871,37.744759,201501030099
2015,1,3,0.422329,32.541517,201501030102
2015,1,4,34.880927,44.620853,201501040001
2015,1,4,33.303567,44.371771,201501040002
2015,1,4,31.989581,44.923774,201501040003
2015,1,4,33.303567,44.371771,201501040004
2015,1,4,35.303045,44.329933,201501040005
2015,1,4,33.303567,44.371771,201501040006
2015,1,4,33.303567,44.371771,201501040007
2015,1,4,33.460821,44.157432,201501040008
2015,1,4,29.54828,67.879192,201501040009
2015,1,4,31.186065,34.008556,201501040010
2015,1,4,14.550455,44.397706,201501040011
2015,1,4,14.536129,46.833235,201501040012
2015,1,4,46.48461,30.715515,201501040013
2015,1,4,2.059818,45.326114,201501040014
2015,1,4,31.329887,68.98004,201501040015
2015,1,4,31.350038,69.45009,201501040016
2015,1,4,23.791275,90.418202,201501040017
2015,1,4,33.962224,68.924973,201501040018
2015,1,4,34.346721,62.197317,201501040019
2015,1,4,33.748011,70.962931,201501040020
2015,1,4,24.976461,66.945547,201501040021
2015,1,4,34.61468,71.1904,201501040022
2015,1,4,34.322759,71.399435,201501040023
2015,1,4,34.6,43.683333,201501040024
2015,1,4,32.559761,41.919647,201501040025
2015,1,4,33.201395,41.698021,201501040026
2015,1,4,23.791275,90.418202,201501040028
2015,1,4,15.587982,1.784334,201501040029
2015,1,4,16.265509,-0.026982,201501040030
2015,1,4,3.810951,43.246505,201501040032
2015,1,4,33.065829,68.233333,201501040035
2015,1,4,32.453788,62.031136,201501040036
2015,1,4,31.631083,65.742227,201501040037
2015,1,4,31.631083,65.742227,201501040038
2015,1,4,31.631083,65.742227,201501040039
2015,1,4,17.985198,81.582525,201501040042
2015,1,4,31.193647,16.553884,201501040043
2015,1,4,14.769764,49.374266,201501040044
2015,1,4,15.325444,44.211895,201501040045
2015,1,4,15.325444,44.211895,201501040046
2015,1,4,23.791275,90.418202,201501040053
2015,1,4,23.791275,90.418202,201501040054
2015,1,4,12.53232,125.120518,201501040067
2015,1,4,48.239999,38.522778,201501040068
2015,1,4,48.239999,38.522778,201501040069
2015,1,4,48.239999,38.522778,201501040070
2015,1,4,48.069637,37.742053,201501040071
2015,1,4,30.084628,31.334314,201501040084
2015,1,4,30.608472,33.617577,201501040091
2015,1,4,31.103965,33.901494,201501040093
2015,1,5,33.303567,44.371771,201501050001
2015,1,5,33.303567,44.371771,201501050002
2015,1,5,32.982932,44.361597,201501050003
2015,1,5,34.01918,44.996505,201501050004
2015,1,5,34.705949,43.697074,201501050005
2015,1,5,35.188328,44.142207,201501050006
2015,1,5,35.037411,43.97273,201501050007
2015,1,5,35.149576,43.924697,201501050010
2015,1,5,33.848619,44.522125,201501050011
2015,1,5,33.978277,44.936944,201501050012
2015,1,5,31.332063,41.44449,201501050013
2015,1,5,31.126646,33.800864,201501050014
2015,1,5,47.659451,33.716668,201501050022
2015,1,5,47.659451,33.716668,201501050023
2015,1,5,46.639806,32.62154,201501050024
2015,1,5,34.516895,69.147014,201501050025
2015,1,5,32.100205,66.901018,201501050027
2015,1,5,30.20082,66.994352,201501050028
2015,1,5,29.143866,69.099786,201501050029
2015,1,5,34.461111,71.099167,201501050031
2015,1,5,34.683281,71.216291,201501050032
2015,1,5,34.171831,70.621679,201501050037
2015,1,5,35.008338,71.450864,201501050038
2015,1,5,15.279024,-5.551389,201501050041
2015,1,5,4.554515,45.250364,201501050042
2015,1,5,35.207547,66.271154,201501050043
2015,1,5,15.693056,44.205278,201501050045
2015,1,5,15.798056,46.081667,201501050046
2015,1,5,15.325444,44.211895,201501050047
2015,1,5,23.791275,90.418202,201501050049
2015,1,5,23.791275,90.418202,201501050050
2015,1,5,32.073239,23.944854,201501050053
2015,1,5,33.371389,69.743333,201501050054
2015,1,5,32.794568,62.757807,201501050055
2015,1,5,15.814056,120.320635,201501050056
2015,1,5,16.6715,121.5318,201501050057
2015,1,5,34.2,70.278056,201501050058
2015,1,5,23.015022,91.398509,201501050064
2015,1,5,30.81214,34.172752,201501050066
2015,1,5,55.071136,-6.513154,201501050067
2015,1,5,42.135408,24.74529,201501050068
2015,1,6,31.212225,34.117064,201501060001
2015,1,6,30.084628,31.334314,201501060003
2015,1,6,28.086801,30.762019,201501060004
2015,1,6,41.106178,28.689863,201501060005
2015,1,6,14.0475,45.381111,201501060006
2015,1,6,32.437599,64.479408,201501060007
2015,1,6,-3.440833,30.573889,201501060008
2015,1,6,28.518664,68.54268,201501060009
2015,1,6,34.007712,68.714007,201501060010
2015,1,6,29.896111,69.251944,201501060011
2015,1,6,24.891116,67.143312,201501060015
2015,1,6,33.303567,44.371771,201501060016
2015,1,6,33.303567,44.371771,201501060017
2015,1,6,33.100528,44.584493,201501060018
2015,1,6,33.66969,44.381316,201501060019
2015,1,6,33.907708,42.542436,201501060021
2015,1,6,34.160588,42.37254,201501060022
2015,1,6,38.867389,-104.760602,201501060024
2015,1,6,36.886496,38.350204,201501060027
2015,1,6,2.349308,42.280336,201501060028
2015,1,6,6.04343,120.994262,201501060029
2015,1,6,18.00113,79.468227,201501060030
2015,1,6,20.040117,80.627589,201501060031
2015,1,6,12.591678,25.272219,201501060032
2015,1,6,12.683231,22.563177,201501060033
2015,1,6,6.978004,124.387397,201501060034
2015,1,6,33.033668,68.331167,201501060037
2015,1,6,34.165001,68.790285,201501060038
2015,1,6,34.165001,68.790285,201501060039
2015,1,6,4.699885,7.42277,201501060045
2015,1,6,32.838048,13.182591,201501060068
2015,1,7,48.856642,2.34233,201501070001
2015,1,7,48.789746,2.287296,201501070002
2015,1,7,33.335257,69.92847,201501070003
2015,1,7,15.325444,44.211895,201501070004
2015,1,7,43.019169,3.04942,201501070005
2015,1,7,32.890082,36.041849,201501070006
2015,1,7,34.41712,70.449594,201501070007
2015,1,7,36.310451,68.833876,201501070008
2015,1,7,36.763209,42.602535,201501070009
2015,1,7,33.057992,44.354838,201501070010
2015,1,7,34.057113,44.218291,201501070011
2015,1,7,33.303567,44.371771,201501070012
2015,1,7,33.303567,44.371771,201501070013
2015,1,7,33.66969,44.381316,201501070014
2015,1,7,7.885051,124.166209,201501070015
2015,1,7,16.300194,0.004826,201501070016
2015,1,7,4.735941,45.203487,201501070022
2015,1,7,3.312293,43.472128,201501070023
2015,1,7,2.059818,45.326114,201501070024
2015,1,7,33.305833,68.446944,201501070026
2015,1,7,32.727268,67.635903,201501070027
2015,1,7,32.61797,65.872373,201501070028
2015,1,7,6.426872,122.011242,201501070030
2015,1,7,30.20082,66.994352,201501070031
2015,1,7,32.938449,66.638056,201501070034
2015,1,7,32.397381,64.47316,201501070035
2015,1,7,32.755737,12.723051,201501070040
2015,1,7,23.791275,90.418202,201501070041
2015,1,7,10.286652,11.163862,201501070044
2015,1,7,30.608472,33.617577,201501070045
2015,1,7,13.095123,13.818728,201501070056
2015,1,7,11.562116,11.91629,201501070057
2015,1,7,13.120723,13.86245,201501070058
2015,1,7,12.922965,13.563938,201501070059
2015,1,7,12.922965,13.563938,201501070060
2015,1,7,12.96309,13.60899,201501070061
2015,1,7,13.120905,13.876099,201501070062
2015,1,7,12.922965,13.563938,201501070063
2015,1,7,12.922965,13.563938,201501070064
2015,1,7,12.922965,13.563938,201501070065
2015,1,7,12.922965,13.563938,201501070066
2015,1,7,12.922965,13.563938,201501070067
2015,1,7,12.922965,13.563938,201501070068
2015,1,7,12.922965,13.563938,201501070069
2015,1,7,12.922965,13.563938,201501070070
2015,1,7,12.922965,13.563938,201501070071
2015,1,7,34.516895,69.147014,201501070072
2015,1,7,12.922965,13.563938,201501070073
2015,1,7,10.722753,13.07357,201501070074
2015,1,7,10.655179,12.907412,201501070075
2015,1,7,29.311707,30.838811,201501070081
2015,1,7,32.209441,70.383538,201501070087
2015,1,7,34.744167,71.338333,201501070088
2015,1,7,9.1584,123.4996,201501070089
2015,1,7,23.791275,90.418202,201501070090
