iyear,imonth,iday,latitude,longitude,eventid
1970,7,2,18.456792,-69.951164,197000000001
1970,0,0,19.371887,-99.086624,197000000002
1970,1,0,15.478598,120.599741,197001000001
1970,1,0,37.99749,23.762728,197001000002
1970,1,0,33.580412,130.396361,197001000003
1970,1,1,37.005105,-89.176269,197001010002
1970,1,2,-34.891151,-56.187214,197001020001
1970,1,2,37.791927,-122.225906,197001020002
1970,1,2,43.076592,-89.412488,197001020003
1970,1,3,43.07295,-89.386694,197001030001
1970,1,1,43.4685,-89.744299,197001050001
1970,1,6,39.758968,-104.876305,197001060001
1970,1,8,41.890961,12.490069,197001080001
1970,1,9,42.331685,-83.047924,197001090001
1970,1,9,18.386932,-66.061127,197001090002
1970,1,10,52.50153,13.401851,197001100001
1970,1,12,40.697132,-73.931351,197001120001
1970,1,12,18.379998,-65.830948,197001120002
1970,1,13,47.610786,-122.331306,197001130001
1970,1,14,40.116748,-88.23927,197001140001
1970,1,15,-34.891151,-56.187214,197001150001
1970,1,19,47.610786,-122.331306,197001190002
1970,1,19,47.610786,-122.331306,197001190003
1970,1,19,40.717892,-74.067467,197001190004
1970,1,20,14.622869,-90.529068,197001200001
1970,1,21,14.67428,121.057495,197001210001
1970,1,22,10.482834,-66.962128,197001220001
1970,1,22,42.47031,-96.413949,197001220002
1970,1,25,33.60651,-88.650419,197001250001
1970,1,25,40.697132,-73.931351,197001250002
1970,1,26,33.60651,-88.650419,197001260001
1970,1,26,40.697132,-73.931351,197001260003
1970,1,27,41.241996,-82.615241,197001270002
1970,1,28,52.50153,13.401851,197001280001
1970,1,28,47.610786,-122.331306,197001280002
1970,1,30,42.479999,-96.413046,197001300001
1970,1,30,42.46634,-96.41405,197001300002
1970,1,30,25.720851,-80.277857,197001300003
1970,1,31,15.675051,120.331618,197001310001
1970,1,31,39.758968,-104.876305,197001310002
1970,2,1,45.511795,-122.675629,197002010001
1970,2,1,37.005105,-89.176269,197002010002
1970,2,2,40.697132,-73.931351,197002020001
1970,2,3,40.697132,-73.931351,197002030001
1970,2,3,40.697132,-73.931351,197002030002
1970,2,4,41.084195,-81.514059,197002040001
1970,2,6,39.758968,-104.876305,197002060001
1970,2,6,47.610786,-122.331306,197002060002
1970,2,6,47.610786,-122.331306,197002060003
1970,2,6,18.460791,-66.264884,197002060004
1970,2,6,18.386932,-66.061127,197002060005
1970,2,6,18.441963,-66.026316,197002060006
1970,2,6,42.3505,-71.105399,197002060007
1970,2,7,42.838355,-88.743224,197002070003
1970,2,8,40.697132,-73.931351,197002080001
1970,2,8,40.697132,-73.931351,197002080002
1970,2,9,40.697132,-73.931351,197002090003
1970,2,9,39.07859,-84.179414,197002090004
1970,2,10,48.139126,11.580186,197002100001
1970,2,11,42.263414,-83.665281,197002110001
1970,2,13,37.874043,-122.280022,197002130001
1970,2,13,48.139126,11.580186,197002130002
1970,2,13,37.874043,-122.280022,197002130003
1970,2,15,40.697132,-73.931351,197002150001
1970,2,15,44.04483,-123.072606,197002150002
1970,2,16,37.755363,-122.443352,197002160001
1970,2,16,37.874043,-122.280022,197002160002
1970,2,16,37.874043,-122.280022,197002160003
1970,2,16,37.755363,-122.443352,197002160004
1970,2,17,37.791927,-122.225906,197002170001
1970,2,17,39.334825,-77.431653,197002170002
1970,2,17,30.493919,-90.132512,197002170003
1970,2,17,47.610786,-122.331306,197002170004
1970,2,18,41.479561,-81.675461,197002180002
1970,2,18,38.10083,-122.254954,197002180003
1970,2,20,41.763325,-72.674069,197002200001
1970,2,20,40.697132,-73.931351,197002200002
1970,2,20,47.610786,-122.331306,197002200003
1970,2,21,50.11797,8.644191,197002210001
1970,2,21,47.36865,8.539182,197002210002
1970,2,21,40.697132,-73.931351,197002210003
1970,2,21,40.697132,-73.931351,197002210004
1970,2,21,40.697132,-73.931351,197002210005
1970,2,21,39.758968,-104.876305,197002210006
1970,2,22,42.455233,-76.475847,197002220001
1970,2,22,43.287052,-89.724361,197002220002
1970,2,23,42.47031,-96.413949,197002230001
1970,2,23,42.47031,-96.413949,197002230002
1970,2,23,42.47031,-96.413949,197002230003
1970,2,23,42.47031,-96.413949,197002230004
1970,2,23,32.222232,-110.925752,197002230005
1970,2,24,39.758968,-104.876305,197002240002
1970,2,24,40.101952,-88.227161,197002240003
1970,2,27,40.007581,-105.265942,197002270001
1970,2,28,31.530243,35.094162,197002280001
1970,3,0,14.596051,120.978666,197003000001
1970,3,1,41.890961,12.490069,197003010001
1970,3,1,40.007581,-105.265942,197003010005
1970,3,1,38.864281,-104.778412,197003010006
1970,3,1,40.007581,-105.265942,197003010007
1970,3,1,40.014986,-105.270546,197003010008
1970,3,2,41.479561,-81.675461,197003020001
1970,3,3,39.758968,-104.876305,197003030002
1970,3,3,47.610786,-122.331306,197003030003
1970,3,4,37.791927,-122.225906,197003040001
1970,3,4,38.019304,-122.134062,197003040002
1970,3,4,39.758968,-104.876305,197003040003
1970,3,5,47.610786,-122.331306,197003050001
1970,3,5,39.758968,-104.876305,197003050002
1970,3,5,18.386932,-66.061127,197003050003
1970,3,6,14.622869,-90.529068,197003060001
1970,3,6,42.331685,-83.047924,197003060003
1970,3,6,42.331685,-83.047924,197003060004
1970,3,9,37.874043,-122.280022,197003090001
1970,3,9,33.83651,-86.254749,197003090003
1970,3,9,41.18188,-73.191269,197003090004
