iyear,imonth,iday,latitude,longitude,eventid
2013,1,1,32.987346,70.602526,201301010001
2013,1,1,34.881348,44.62513,201301010002
2013,1,1,34.881348,44.62513,201301010003
2013,1,1,35.452112,44.375464,201301010004
2013,1,1,24.891116,67.143312,201301010005
2013,1,1,24.891116,67.143312,201301010006
2013,1,1,27.913223,65.872191,201301010007
2013,1,1,29.855376,67.339927,201301010008
2013,1,1,33.957249,71.503402,201301010009
2013,1,1,5.789432,6.102347,201301010012
2013,1,1,24.891116,67.143312,201301010013
2013,1,1,34.279967,72.516399,201301010014
2013,1,1,34.621521,43.668375,201301010015
2013,1,1,34.621521,43.668375,201301010016
2013,1,1,34.621521,43.668375,201301010017
2013,1,1,26.95635,70.800476,201301010020
2013,1,1,35.452112,44.375464,201301010022
2013,1,1,33.66969,44.381316,201301010023
2013,1,1,34.011514,71.284218,201301010024
2013,1,1,28.579367,66.576886,201301010025
2013,1,1,32.974638,70.14558,201301010026
2013,1,1,16.35,121.7,201301010027
2013,1,1,11.840793,13.141391,201301010029
2013,1,1,24.891116,67.143312,201301010033
2013,1,1,33.349159,43.784197,201301010036
2013,1,1,33.31065,44.038206,201301010037
2013,1,1,34.002577,71.38248,201301020001
2013,1,2,34.006004,71.537431,201301020002
2013,1,2,12.366269,13.828872,201301020004
2013,1,3,31.82587,64.576433,201301020005
2013,1,2,43.934826,42.511993,201301020006
2013,1,2,35.994934,36.781231,201301020008
2013,1,2,2.243884,-77.010385,201301020009
2013,1,2,34.007207,71.983077,201301020010
2013,1,2,33.66969,44.381316,201301020011
2013,1,2,36.354146,43.143571,201301020012
2013,1,2,33.349159,43.784197,201301020013
2013,1,2,33.436599,72.01802,201301020014
2013,1,2,32.604392,44.007145,201301020015
2013,1,3,9.824977,12.624779,201301020017
2013,1,3,9.824977,12.624779,201301020019
2013,1,2,34.07074,72.450448,201301020020
2013,1,2,13.215948,123.516667,201301020021
2013,1,2,37.33083,42.184602,201301020022
2013,1,2,34.099578,64.905955,201301020023
2013,1,2,29.143866,69.099786,201301020024
2013,1,2,1.716342,44.768691,201301020026
2013,1,2,14.064211,121.323337,201301020028
2013,1,2,33.349159,43.784197,201301020029
2013,1,2,32.658433,44.615008,201301020030
2013,1,2,32.210769,34.88901,201301020032
2013,1,2,33.031327,70.245878,201301020035
2013,1,2,32.604392,44.007145,201301020036
2013,1,1,34.002577,71.38248,201301020037
2013,1,3,33.906777,71.50098,201301030001
2013,1,3,32.777344,44.289352,201301030002
2013,1,3,11.840793,13.141391,201301030003
2013,1,3,33.515242,36.292083,201301030004
2013,1,3,33.303567,44.371771,201301030005
2013,1,3,7.116668,125.116667,201301030006
2013,1,3,33.493951,71.027506,201301030007
2013,1,3,34.391254,71.98089,201301030008
2013,1,3,33.528892,71.056123,201301030009
2013,1,3,32.987346,70.602526,201301030010
2013,1,3,14.798176,45.717361,201301030011
2013,1,3,7.306815,-72.481566,201301030012
2013,1,3,35.713985,36.525666,201301030014
2013,1,3,36.201721,37.143521,201301030015
2013,1,2,32.069287,20.151145,201301030016
2013,1,3,11.283333,49.183333,201301030017
2013,1,3,15.325444,44.211895,201301030018
2013,1,3,11.166667,26.5,201301030019
2013,1,3,31.364396,63.958611,201301030020
2013,1,3,4.873372,6.924369,201301030023
2013,1,3,30.20082,66.994352,201301030025
2013,1,3,51.393949,-2.319144,201301030026
2013,1,3,43.439252,-1.487022,201301030027
2013,1,4,0.191277,40.284659,201301040001
2013,1,5,34.343436,45.27719,201301040002
2013,1,4,24.891116,67.143312,201301040003
2013,1,4,27.022867,14.441218,201301040004
2013,1,4,6.862806,124.443649,201301040005
2013,1,4,-38.671722,-72.223055,201301040006
2013,1,4,33.957244,71.574799,201301040007
2013,1,4,27.491929,95.347833,201301040008
2013,1,5,33.915232,71.458678,201301040009
2013,1,4,33.79646,71.558488,201301040010
2013,1,4,32.90382,70.535793,201301040012
2013,1,4,6.862806,124.443649,201301040013
2013,1,4,33.303567,44.371771,201301040014
2013,1,4,34.025421,36.734612,201301040015
2013,1,3,31.383,64.3,201301040018
2013,1,4,34.006004,71.537431,201301040019
2013,1,4,33.906777,71.50098,201301040022
2013,1,4,6.702668,101.432306,201301040025
2013,1,4,16.930414,49.365315,201301040026
2013,1,4,5.263234,100.484623,201301040027
2013,1,4,35.82688,36.695722,201301040028
2013,1,4,34.021103,71.287421,201301040029
2013,1,5,29.855376,67.339927,201301050001
2013,1,5,33.500894,70.379864,201301050003
2013,1,5,11.974328,8.500261,201301050004
2013,1,5,31.834327,70.909047,201301050005
2013,1,5,33.743239,44.623824,201301050007
2013,1,5,32.604392,44.007145,201301050008
2013,1,5,35.183333,70.983333,201301050009
2013,1,5,33.693408,44.796084,201301050010
2013,1,5,24.891116,67.143312,201301050012
2013,1,5,24.891116,67.143312,201301050013
2013,1,5,34.056191,71.250218,201301050014
2013,1,5,24.891116,67.143312,201301050015
2013,1,5,3.503923,42.236244,201301050016
2013,1,5,34.190559,71.765385,201301050017
2013,1,5,32.069287,20.151145,201301050018
2013,1,5,-38.9573,-72.626929,201301050021
2013,1,5,-38.16402,-72.903185,201301050022
2013,1,5,23.791275,90.418202,201301050023
2013,1,5,23.791275,90.418202,201301050024
2013,1,5,23.791275,90.418202,201301050025
2013,1,5,23.791275,90.418202,201301050026
2013,1,5,23.791275,90.418202,201301050027
2013,1,5,23.791275,90.418202,201301050028
2013,1,5,23.791275,90.418202,201301050029
2013,1,5,23.791275,90.418202,201301050030
