iyear,imonth,iday,latitude,longitude,eventid
2012,1,1,30.20082,66.994352,201201010001
2012,1,1,-0.45612,39.646123,201201010002
2012,1,1,28.633307,69.190371,201201010003
2012,1,1,-0.45612,39.646123,201201010004
2012,1,1,28.466667,67.283333,201201010005
2012,1,1,34.761723,71.324719,201201010006
2012,1,1,34.208416,43.890713,201201010007
2012,1,1,32.397381,64.47316,201201010008
2012,1,1,30.996068,65.475736,201201010009
2012,1,1,34.110324,71.163807,201201010012
2012,1,1,-2.694693,27.341538,201201010013
2012,1,1,35.46883,44.39098,201201010014
2012,1,1,32.929773,70.669266,201201010015
2012,1,1,33.238757,44.339691,201201010016
2012,1,1,33.238757,44.339691,201201010017
2012,1,1,24.817544,93.916458,201201010018
2012,1,1,30.522718,-87.207299,201201010020
2012,1,2,11.840793,13.141391,201201020001
2012,1,2,25.416302,68.286725,201201020002
2012,1,2,24.891116,67.143312,201201020003
2012,1,2,31.379885,64.29944,201201020005
2012,1,2,27.491929,95.347833,201201020006
2012,1,2,34.002047,69.031149,201201020007
2012,1,2,33.693946,45.067425,201201020008
2012,1,2,34.333894,45.382883,201201020009
2012,1,2,34.343559,67.921173,201201020010
2012,1,1,35.585669,63.328089,201201020012
2012,1,2,12.654455,-16.362767,201201020014
2012,1,2,34.110324,71.163807,201201020016
2012,1,2,33.349159,43.784197,201201020017
2012,1,2,33.637909,70.851324,201201020018
2012,1,2,32.951081,65.53923,201201020019
2012,1,2,31.201562,64.035792,201201020020
2012,1,2,4.73538,45.202402,201201020021
2012,1,2,33.770837,68.3697,201201020023
2012,1,2,34.677778,70.195278,201201020024
2012,1,2,32.623739,65.456432,201201020025
2012,1,2,33.970982,68.94899,201201020026
2012,1,2,26.99992,85.466685,201201020027
2012,1,3,34.006004,71.537431,201201030002
2012,1,3,32.526996,74.096084,201201030004
2012,1,3,12.78679,10.23771,201201030005
2012,1,3,11.840793,13.141391,201201030006
2012,1,3,11.74464,11.970257,201201030007
2012,1,3,31.631083,65.742227,201201030008
2012,1,3,31.631083,65.742227,201201030009
2012,1,3,31.631083,65.742227,201201030010
2012,1,3,33.31065,44.038206,201201030011
2012,1,3,33.31065,44.038206,201201030012
2012,1,3,33.303567,44.371771,201201030013
2012,1,3,33.303567,44.371771,201201030014
2012,1,3,36.354146,43.143571,201201030015
2012,1,3,36.354146,43.143571,201201030016
2012,1,3,35.452112,44.375464,201201030017
2012,1,3,33.303567,44.371771,201201030018
2012,1,1,40.694257,-73.93068,201201030019
2012,1,1,40.694257,-73.93068,201201030020
2012,1,1,40.694257,-73.93068,201201030021
2012,1,1,40.694257,-73.93068,201201030022
2012,1,3,32.629754,62.490806,201201030023
2012,1,3,49.065783,33.410033,201201030024
2012,1,3,20.973302,86.49618,201201030026
2012,1,3,6.748078,101.378567,201201030027
2012,1,3,29.034412,69.158662,201201030028
2012,1,3,35.993532,43.21973,201201030029
2012,1,3,3.938715,41.844706,201201030032
