eventid,country_txt,latitude,longitude,nkill,summary,targtype1_txt,gname
197707190003,Italy,41.890961,12.490069,0.0,,Government (General),Unknown
197707190004,Italy,41.890961,12.490069,0.0,,Private Citizens & Property,Proletarian Patrols
197707190005,Italy,41.890961,12.490069,0.0,,Police,Proletarian Patrols
197707190006,Turkey,39.930771,32.76754,,,Business,Unknown
197707190007,Turkey,39.930771,32.76754,0.0,,Private Citizens & Property,Unknown
197707190008,Turkey,39.930771,32.76754,0.0,,Private Citizens & Property,Unknown
197707190009,Italy,45.817605,8.826384,0.0,,Business,Prima Linea
197707200001,Turkey,39.930771,32.76754,0.0,,Airports & Aircraft,Unknown
197707200002,Colombia,4.667128,-74.106056,0.0,,Business,Pedro Leon Arboleda (PLA)
197707200003,Colombia,4.667128,-74.106056,0.0,,Business,Pedro Leon Arboleda (PLA)
197707200004,Colombia,4.667128,-74.106056,0.0,,Business,Pedro Leon Arboleda (PLA)
197707200005,Colombia,4.667128,-74.106056,0.0,,Business,Pedro Leon Arboleda (PLA)
197707200006,Colombia,4.667128,-74.106056,0.0,,Business,Pedro Leon Arboleda (PLA)
197707200007,Italy,43.768732,11.256901,0.0,,Educational Institution,Unknown
197707200008,Italy,43.768732,11.256901,0.0,,Educational Institution,Unknown
197707200009,Italy,43.768732,11.256901,0.0,,Educational Institution,Unknown
197707210001,Turkey,41.106178,28.689863,0.0,,Business,Unknown
197707220001,Greece,38.083168,23.979025,0.0,,Military,Unknown
197707220002,Italy,45.713573,8.904642,0.0,,Business,Prima Linea
197707220003,Turkey,38.349765,38.300859,0.0,,Business,Unknown
197707220004,Turkey,38.349765,38.300859,,,Business,Unknown
197707220005,Turkey,41.292811,36.329505,,,Private Citizens & Property,Unknown
197707220006,United Kingdom,55.071136,-6.513154,1.0,,Police,Irish Republican Army (IRA)
197707230001,Peru,,,0.0,,Maritime,Coordination of the United Revolutionary Organization (CORU)
197707250001,Italy,41.890961,12.490069,0.0,,Police,Unknown
197707250002,United States,39.081665,-77.15124,0.0,,Private Citizens & Property,Unknown
197707260001,Italy,41.890961,12.490069,0.0,,Police,Unknown
197707260002,South Africa,-26.355773,28.208044,1.0,,Police,African National Congress (South Africa)
197707260003,South Africa,-26.252697,27.870275,1.0,,Police,African National Congress (South Africa)
197707270001,Turkey,39.930771,32.76754,0.0,,Police,Unknown
197707270002,Turkey,36.885077,30.706351,0.0,,Private Citizens & Property,Unknown
197707270003,United States,38.210293,-122.132103,0.0,,Business,New World Liberation Front (NWLF)
197707270004,United Kingdom,54.607712,-5.95621,1.0,,Military,Irish Republican Army (IRA)
197707270005,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Irish Republican Army (IRA)
197707270006,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Official Irish Republican Army (OIRA)
197707270007,United Kingdom,54.607712,-5.95621,1.0,,Terrorists/Non-State Militia,Official Irish Republican Army (OIRA)
197707270008,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Official Irish Republican Army (OIRA)
197707280001,Italy,45.469212,9.174508,0.0,,Transportation,Prima Linea
197707280002,Italy,45.469212,9.174508,0.0,,Airports & Aircraft,Communist Fighting Unit
197707280003,Turkey,39.930771,32.76754,0.0,,Private Citizens & Property,Unknown
197707290001,Turkey,39.930771,32.76754,1.0,,Private Citizens & Property,Unknown
197707290002,Israel,31.248484,34.787853,0.0,,Private Citizens & Property,Unknown
197707290003,Italy,45.469212,9.174508,0.0,,Private Citizens & Property,Unknown
197707290004,Turkey,41.106178,28.689863,0.0,,Business,Unknown
197707290005,Turkey,39.930771,32.76754,,,Private Citizens & Property,Unknown
197707290006,Turkey,39.930771,32.76754,0.0,,Business,Unknown
197707290007,Turkey,36.582505,36.165428,0.0,,Government (General),Unknown
197707290008,Turkey,36.582505,36.165428,0.0,,Private Citizens & Property,Unknown
197707290009,Turkey,37.001163,35.331687,0.0,,Government (Diplomatic),Unknown
197707290010,United States,35.04644,-85.309464,0.0,"07/29/1977: Joseph Paul Franklin bombed the Beth Shalom synagogue in Chattanooga, Tennessee in the United States. There were no casualties, but the synagogue was destroyed.",Religious Figures/Institutions,White supremacists/nationalists
197707300001,West Germany (FRG),50.11797,8.644191,1.0,,Business,Baader-Meinhof Group
197707300002,Greece,37.99749,23.762728,0.0,,Private Citizens & Property,Unknown
197707300003,Italy,45.469212,9.174508,0.0,,Airports & Aircraft,Unknown
197707300004,Turkey,39.930771,32.76754,0.0,,Private Citizens & Property,Unknown
197707300005,Turkey,39.930771,32.76754,,,Business,Unknown
197708010001,Turkey,39.039792,38.496376,0.0,,Private Citizens & Property,Unknown
197708010002,Turkey,39.930771,32.76754,,,Private Citizens & Property,Unknown
197708010003,United States,45.336518,-122.592784,0.0,,Business,Environmental Life Force
197708010004,Turkey,39.930771,32.76754,0.0,,Private Citizens & Property,Unknown
197708010005,Turkey,39.930771,32.76754,,,Private Citizens & Property,Unknown
197708010006,Turkey,39.930771,32.76754,0.0,,Private Citizens & Property,Unknown
197708020001,Turkey,41.106178,28.689863,1.0,,Private Citizens & Property,Unknown
197708020002,Turkey,41.106178,28.689863,1.0,,Government (General),Unknown
197708020003,Turkey,38.395649,27.135641,0.0,,Government (General),Unknown
197708020004,Turkey,38.395649,27.135641,0.0,,Private Citizens & Property,Unknown
197708020005,Turkey,39.930771,32.76754,0.0,,Business,Unknown
197708020006,Turkey,39.930771,32.76754,0.0,,Private Citizens & Property,Unknown
197708020007,Turkey,39.930771,32.76754,0.0,,Government (General),Unknown
197708020008,Turkey,39.930771,32.76754,0.0,,Business,Unknown
197708020009,Turkey,36.885077,30.706351,0.0,,Business,Unknown
197708020010,Turkey,36.885077,30.706351,0.0,,Private Citizens & Property,Unknown
197708020011,Turkey,38.395649,27.135641,0.0,,Government (Diplomatic),Unknown
197708020012,Turkey,41.106178,28.689863,,,Business,Unknown
197708030001,Turkey,39.930771,32.76754,0.0,,Government (General),Unknown
197708030002,Turkey,36.885077,30.706351,0.0,,Government (General),Unknown
197708030003,Turkey,41.106178,28.689863,0.0,,Business,Unknown
197708030004,Turkey,41.106178,28.689863,0.0,,Private Citizens & Property,Unknown
197708030006,United States,40.697132,-73.931351,1.0,,Business,Fuerzas Armadas de Liberacion Nacional (FALN)
197708030007,United States,40.697132,-73.931351,,,Business,Fuerzas Armadas de Liberacion Nacional (FALN)
197708030009,United States,40.697132,-73.931351,,,Government (General),Fuerzas Armadas de Liberacion Nacional (FALN)
197708040001,Italy,45.434336,12.338786,0.0,,Journalists & Media,Armed Proletarian Groups for Communism
197708040002,Turkey,38.395649,27.135641,0.0,,Private Citizens & Property,Unknown
197708040003,Turkey,38.395649,27.135641,0.0,,Private Citizens & Property,Unknown
197708040004,Turkey,38.395649,27.135641,0.0,,Private Citizens & Property,Unknown
197708040005,Turkey,41.106178,28.689863,0.0,,Private Citizens & Property,Unknown
197708040006,Turkey,39.930771,32.76754,,,Transportation,Unknown
197708040007,Turkey,39.930771,32.76754,0.0,,Business,Unknown
197708060001,United Kingdom,54.607712,-5.95621,0.0,,Journalists & Media,Irish Republican Army (IRA)
197708060002,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197708060003,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197708060004,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197708060005,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197708060006,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197708060007,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197708060008,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197708060009,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197708060010,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197708060011,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197708060012,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197708060013,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197708060014,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197708060015,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197708060016,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197708060017,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197708060018,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197708060019,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197708060020,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197708060021,Turkey,41.106178,28.689863,0.0,,Business,Unknown
197708060022,United States,18.386932,-66.061127,0.0,"08/06/1977: An explosive device detonated in front of an anti-Castro newspaper in San Juan, Puerto Rico, United States. Shortly before the explosion, a representative of Fuerzas Armadas de Liberacion Nacional (FALN) issued a bomb threat via phone. No additional information is available.",Journalists & Media,Fuerzas Armadas de Liberacion Nacional (FALN)
197708070001,Italy,45.072731,7.679541,0.0,,Police,Unknown
197708080001,United States,40.697132,-73.931351,0.0,,Business,Fuerzas Armadas de Liberacion Nacional (FALN)
197708090001,Mexico,19.371887,-99.086624,,,Business,Unknown
197708090002,Austria,46.61507,14.57541,0.0,,Private Citizens & Property,Unknown
197708090003,Italy,43.843014,10.507994,0.0,,Telecommunication,Armed Struggle for Communism
197708090004,United Kingdom,54.607712,-5.95621,1.0,,Military,Irish Republican Army (IRA)
197708120001,France,41.930607,8.742907,0.0,,Telecommunication,Corsican National Liberation Front (FLNC)
197708120002,Turkey,41.106178,28.689863,,,Private Citizens & Property,Unknown
197708120004,United Kingdom,54.607712,-5.95621,1.0,,Military,Irish Republican Army (IRA)
197708120005,France,43.696036,7.265592,0.0,,Airports & Aircraft,Students
197708130001,Italy,41.890961,12.490069,1.0,,Military,Unknown
197708130002,Italy,44.49419,11.346518,0.0,,Military,Unknown
197708140002,United States,40.697132,-73.931351,0.0,,Private Citizens & Property,Jewish Armed Resistance
197708140003,United States,25.774591,-80.214195,0.0,,Airports & Aircraft,Luis Boitel Commandos
197708150001,West Germany (FRG),48.777106,9.180769,0.0,,Business,Unknown
197708150002,Italy,41.890961,12.490069,0.0,,Police,Vyborg Brigade
197708150003,United States,37.755363,-122.443352,0.0,,Government (Diplomatic),Unknown
197708170001,United States,38.896205,-121.078869,0.0,,Business,New World Liberation Front (NWLF)
197708170002,United States,39.262716,-121.019149,0.0,,Business,New World Liberation Front (NWLF)
197708180001,France,48.856644,2.34233,0.0,,Private Citizens & Property,Avengers of Peiper Group
197708180002,Italy,38.14994,16.174939,0.0,,Transportation,Unknown
197708180003,Italy,43.879649,11.096304,0.0,,Government (General),Unknown
197708180004,Italy,39.215409,9.109324,0.0,,Government (General),Unknown
197708180005,Turkey,37.850606,27.849923,,,Government (General),Unknown
197708180006,United States,41.260675,-95.940469,0.0,"8/18/1977: Unknown perpetrators firebombed the Ladies' Clinic in Omaha, Nebraska, United States. There were no casualties but the abortion clinic sustained $35,000 in damages. On the same day as the incident, an unsigned message was sent to the Omaha World-Herald stating, ""You'd bomb a concentration camp, why not abortion centers.""",Abortion Related,Anti-Abortion extremists
197708190001,Turkey,39.930771,32.76754,1.0,,Private Citizens & Property,Unknown
197708190002,Spain,36.719648,-4.420016,0.0,,Government (Diplomatic),Unknown
197708190003,Turkey,41.106178,28.689863,0.0,,Transportation,Unknown
197708190004,Turkey,37.922218,40.184376,,,Government (General),Unknown
197708190005,Turkey,41.106178,28.689863,0.0,,Government (General),Unknown
197708200001,Turkey,36.885077,30.706351,0.0,,Private Citizens & Property,Unknown
197708200002,Turkey,36.885077,30.706351,0.0,,Private Citizens & Property,Unknown
197708210001,Bolivia,-17.382789,-66.166439,0.0,,Telecommunication,Unknown
197708210002,France,48.856644,2.34233,0.0,,Government (Diplomatic),Unknown
197708210003,Italy,38.35812,15.849076,0.0,,Business,New Partisans Movement
197708210004,Turkey,41.106178,28.689863,0.0,,Business,Unknown
197708220001,Turkey,37.752915,39.330124,1.0,,Business,Unknown
197708220002,West Germany (FRG),49.45052,11.08048,0.0,,Business,Unknown
197708220003,Philippines,14.838794,120.285018,,,Police,New People's Army (NPA)
197708220004,Turkey,37.752915,39.330124,,,Business,Unknown
197708230001,Italy,41.890961,12.490069,2.0,,Tourists,Unknown
197708230002,Turkey,38.395649,27.135641,0.0,,Business,Unknown
197708230003,Turkey,38.395649,27.135641,0.0,,Private Citizens & Property,Unknown
197708230004,Turkey,38.395649,27.135641,0.0,,Utilities,Unknown
197708230005,Turkey,41.106178,28.689863,0.0,,Educational Institution,Unknown
197708230006,United States,36.852535,-121.403259,0.0,,Business,New World Liberation Front (NWLF)
197708230007,West Germany (FRG),51.213924,6.780691,,,Business,Unknown
197708240001,Spain,43.291618,-1.977903,0.0,,Police,Basque Fatherland and Freedom (ETA)
197708240002,Turkey,41.106178,28.689863,0.0,,Business,Unknown
197708240004,Turkey,41.106178,28.689863,1.0,,Business,Unknown
197708240005,Turkey,37.031726,35.822696,,,Private Citizens & Property,Unknown
197708240006,United States,37.755363,-122.443352,0.0,,Private Citizens & Property,New World Liberation Front (NWLF)
197708250001,West Germany (FRG),49.008085,8.403756,1.0,,Government (General),Baader-Meinhof Group
197708250002,Turkey,36.885077,30.706351,0.0,,Business,Unknown
197708260001,Italy,45.469212,9.174508,0.0,,Business,Unknown
197708260002,Turkey,40.313247,36.554574,0.0,,Business,Unknown
197708260003,West Germany (FRG),49.008085,8.403756,0.0,,Government (General),Baader-Meinhof Group
197708270001,Turkey,37.584851,36.93479,0.0,,Journalists & Media,Unknown
197708270002,Turkey,37.584851,36.93479,0.0,,Government (General),Unknown
197708270003,Turkey,39.909259,41.275884,0.0,,Private Citizens & Property,Unknown
197708270004,Turkey,39.909259,41.275884,0.0,,Private Citizens & Property,Unknown
197708270005,Turkey,39.909259,41.275884,0.0,,Private Citizens & Property,Unknown
197708270006,Philippines,14.838794,120.285018,,,Military,New People's Army (NPA)
197708280001,West Germany (FRG),53.553813,9.991586,0.0,,Business,Unknown
197708280002,Italy,45.539838,10.222956,0.0,,Business,Unknown
197708280003,Italy,40.840097,14.251636,0.0,,Business,Territorial Communist Units
197708280004,Turkey,39.930771,32.76754,0.0,,Private Citizens & Property,Unknown
197708280005,Turkey,39.930771,32.76754,0.0,,Private Citizens & Property,Unknown
197708280006,Turkey,39.930771,32.76754,0.0,,Private Citizens & Property,Unknown
197708280007,Turkey,39.930771,32.76754,0.0,,Private Citizens & Property,Unknown
197708280008,Turkey,41.106178,28.689863,0.0,,Business,Unknown
197708280009,United States,40.697132,-73.931351,0.0,,Private Citizens & Property,Jewish Defense League (JDL)
197708280010,Turkey,41.292811,36.329505,0.0,,Government (General),Unknown
197708280011,United Kingdom,54.607712,-5.95621,1.0,,Military,Irish Republican Army (IRA)
197708290001,Turkey,41.106178,28.689863,0.0,,Private Citizens & Property,Unknown
197708290002,United States,37.859245,-122.488589,0.0,,Utilities,New World Liberation Front (NWLF)
197708300001,Turkey,41.106178,28.689863,1.0,,Private Citizens & Property,Unknown
197708300002,Italy,45.469212,9.174508,0.0,,Business,Unknown
197708310001,West Germany (FRG),52.50153,13.401851,0.0,,Business,Unknown
197708310002,Turkey,36.885077,30.706351,0.0,,Private Citizens & Property,Unknown
197708310003,Colombia,10.42099,-75.533583,0.0,,Military,Unknown
197708310004,United Kingdom,54.607712,-5.95621,1.0,,Military,Irish Republican Army (IRA)
197709010001,Italy,45.694903,9.669953,0.0,,Business,Armed Communist Struggle
197709010002,Italy,45.694903,9.669953,0.0,,Business,Armed Communist Struggle
197709010004,United States,37.755363,-122.443352,0.0,,Private Citizens & Property,New World Liberation Front (NWLF)
197709020001,West Germany (FRG),54.780395,9.435707,0.0,,Government (General),Unknown
197709020003,United States,37.755363,-122.443352,0.0,,Private Citizens & Property,New World Liberation Front (NWLF)
197709030001,Portugal,37.742242,-25.67495,0.0,,Private Citizens & Property,Unknown
197709030002,Portugal,37.742242,-25.67495,0.0,,Private Citizens & Property,Unknown
197709040001,West Germany (FRG),47.736313,8.969439,0.0,,Police,Unknown
197709050001,West Germany (FRG),50.940664,6.959912,1.0,,Business,Baader-Meinhof Group
197709050002,Colombia,7.060051,-73.853115,0.0,,Utilities,Unknown
197709060001,El Salvador,13.69288,-89.199161,,,Business,Unknown
197709060002,Spain,40.465595,-3.696263,0.0,,Business,Unknown
197709060003,Spain,40.465595,-3.696263,0.0,,Transportation,Unknown
197709060004,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197709060005,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197709060006,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197709060007,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197709060008,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197709060009,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
197709070001,Colombia,7.060051,-73.853115,0.0,,Utilities,Revolutionary Armed Forces of Colombia (FARC)
197709070002,Colombia,3.429344,-76.516037,0.0,,Business,Revolutionary Armed Forces of Colombia (FARC)
197709070003,Spain,43.258434,-2.921819,0.0,,Police,Unknown
197709070004,United States,38.908642,-77.015381,0.0,,Business,Luis Boitel Commandos
197709070005,United States,38.908642,-77.015381,0.0,,Private Citizens & Property,Luis Boitel Commandos
197709070006,Ireland,53.361675,-6.245485,1.0,,Private Citizens & Property,Irish Republican Army (IRA)
197709080001,United Kingdom,54.607712,-5.95621,1.0,,Business,Irish Republican Army (IRA)
197709080002,United Kingdom,54.607712,-5.95621,1.0,,Military,Irish Republican Army (IRA)
197709090001,United States,37.755363,-122.443352,0.0,,Private Citizens & Property,New World Liberation Front (NWLF)
197709100001,Portugal,38.725299,-9.150036,0.0,,Government (General),Unknown
197709100002,Portugal,38.570983,-7.909602,0.0,,Government (General),Unknown
197709100003,Portugal,39.236181,-8.687075,0.0,,Government (General),Unknown
197709100004,Portugal,38.371126,-8.519451,0.0,,Government (General),Unknown
197709100005,Portugal,38.524515,-8.893066,0.0,,Government (General),Unknown
197709100006,Portugal,38.015624,-7.865237,0.0,,Government (General),Unknown
197709110001,Italy,40.636175,17.938991,,,Military,Che Guevara Brigade
197709110002,Italy,45.072731,7.679541,0.0,,Airports & Aircraft,Unknown
197709120001,Chile,-33.366238,-70.505302,,,Business,Unknown
197709120002,Chile,-33.366238,-70.505302,0.0,,Business,Unknown
197709120003,Colombia,7.800252,-75.850003,0.0,,Police,Revolutionary Armed Forces of Colombia (FARC)
197709130001,France,43.580418,7.125102,1.0,,Government (General),Unknown
197709130002,Italy,40.727165,8.558468,0.0,,Police,Proletarian Fighting Brigades
197709130003,Mexico,19.371887,-99.086624,0.0,,Government (General),Union of the People (UDP)
197709130004,Mexico,19.371887,-99.086624,0.0,,Government (General),Union of the People (UDP)
197709130005,Mexico,17.054348,-96.712954,0.0,,Business,Union of the People (UDP)
197709130006,Mexico,17.054348,-96.712954,0.0,,Business,Union of the People (UDP)
197709130007,Mexico,17.054348,-96.712954,0.0,,Business,Union of the People (UDP)
197709130008,Mexico,17.054348,-96.712954,0.0,,Business,Union of the People (UDP)
197709130009,Mexico,17.054348,-96.712954,0.0,,Business,Union of the People (UDP)
197709130010,Mexico,20.673343,-103.344177,0.0,,Business,Union of the People (UDP)
197709130011,Mexico,20.673343,-103.344177,0.0,,Business,Union of the People (UDP)
197709130012,Mexico,20.673343,-103.344177,0.0,,Business,Union of the People (UDP)
197709130013,Mexico,19.371887,-99.086624,0.0,,Business,Union of the People (UDP)
197709130014,Mexico,19.371887,-99.086624,0.0,,Business,Union of the People (UDP)
197709130015,United Kingdom,54.717441,-7.232568,1.0,,Military,Irish Republican Army (IRA)
197709140001,Colombia,6.48927,-74.40176,0.0,,Transportation,Unknown
197709140002,Colombia,4.667128,-74.106056,0.0,,Government (General),Unknown
197709140003,Colombia,2.44186,-76.60617,0.0,,Government (General),Unknown
197709140004,Colombia,3.429344,-76.516037,0.0,,Private Citizens & Property,Unknown
197709140005,Colombia,4.667128,-74.106056,0.0,,Government (General),Unknown
197709150001,Colombia,6.242026,-75.564766,1.0,,Business,Popular Liberation Army (EPL)
197709150003,United States,37.755363,-122.443352,0.0,,Unknown,New World Liberation Front (NWLF)
197709160001,El Salvador,13.69288,-89.199161,2.0,,Educational Institution,People's Liberation Forces (FPL)
197709170001,Italy,45.072731,7.679541,0.0,,Journalists & Media,Revolutionary Action Front
197709180001,United Kingdom,54.450971,-6.79434,1.0,,Military,Irish Republican Army (IRA)
197709190001,Italy,45.072731,7.679541,0.0,,Journalists & Media,Revolutionary Action Front
197709190002,Colombia,4.092517,-75.154538,1.0,,Terrorists/Non-State Militia,Revolutionary Armed Forces of Colombia (FARC)
197709190003,Colombia,6.242026,-75.564766,0.0,,Utilities,National Liberation Army of Colombia (ELN)
197709190008,United States,25.774591,-80.214195,0.0,,Business,Luis Boitel Commandos
197709190009,United States,25.774591,-80.214195,0.0,,Business,Luis Boitel Commandos
197709190010,United States,25.774591,-80.214195,0.0,,Business,Luis Boitel Commandos
197709190011,United States,25.774591,-80.214195,0.0,,Business,Luis Boitel Commandos
197709200001,Italy,45.072731,7.679541,0.0,,Utilities,Revolutionary Action
197709200002,Spain,41.400635,2.150913,1.0,,Journalists & Media,Argentine Anticommunist Alliance (AAA)
197709200003,Spain,40.465595,-3.696263,1.0,,Journalists & Media,Argentine Anticommunist Alliance (AAA)
197709210001,Colombia,,,0.0,,Utilities,Revolutionary Armed Forces of Colombia (FARC)
197709210002,Colombia,,,0.0,,Utilities,Revolutionary Armed Forces of Colombia (FARC)
197709210003,Italy,45.072731,7.679541,0.0,,Business,Tonino Micciche Workers Nucleus
197709220001,Colombia,6.655556,-74.268889,1.0,,Private Citizens & Property,Revolutionary Armed Forces of Colombia (FARC)
197709220002,Colombia,6.655556,-74.268889,3.0,,Private Citizens & Property,Revolutionary Armed Forces of Colombia (FARC)
197709220003,Spain,28.46981,-16.254856,0.0,,Journalists & Media,Canary Islands Independence Movement
197709220004,Spain,28.46981,-16.254856,0.0,,Tourists,Canary Islands Independence Movement
197709220005,Netherlands,52.090142,5.109665,1.0,,Business,Revolutionary Cells
197709220006,Thailand,6.201532,101.251838,1.0,,Government (General),Pattani United Liberation Organization (PULO)
197709270001,Colombia,,,1.0,,Government (General),Revolutionary Armed Forces of Colombia (FARC)
197709270002,Italy,41.890961,12.490069,0.0,,Unknown,Italian Social Movement (MSI)
197709270003,Colombia,1.68448,-75.28659,1.0,,Private Citizens & Property,Revolutionary Armed Forces of Colombia (FARC)
197709270004,Italy,46.066712,11.119059,2.0,,Business,Red Brigades
197709270005,Italy,46.066712,11.119059,0.0,,Business,Red Brigades
197709280001,Spain,40.465595,-3.696263,1.0,,Police,First of October Antifascist Resistance Group (GRAPO)
197709280002,Italy,41.890961,12.490069,1.0,,Unknown,Italian Social Movement (MSI)
197709280003,Colombia,,,0.0,,Utilities,Unknown
197709280004,India,19.075984,72.877656,0.0,,Airports & Aircraft,Japanese Red Army (JRA)
197709290001,Italy,38.910536,16.587757,0.0,,Government (General),Communist Fighting Unit
197709300001,Guatemala,14.622869,-90.529068,2.0,,Government (General),Unknown
197709300002,Italy,41.890961,12.490069,1.0,,Government (General),Italian Social Movement (MSI)
197709300003,Colombia,,,0.0,,Utilities,Unknown
197709300004,Italy,45.072731,7.679541,0.0,,Business,Red Brigades
197710000001,Colombia,4.667128,-74.106056,0.0,,Business,Unknown
197710000002,Colombia,6.242026,-75.564766,0.0,,Business,National Liberation Army of Colombia (ELN)
197710010001,Chile,-33.366238,-70.505302,0.0,,Business,Unknown
197710010002,Colombia,,,,,Utilities,Unknown
197710010003,Colombia,3.88182,-77.07042,0.0,,Utilities,Unknown
197710010004,Colombia,7.116294,-73.120026,0.0,,Utilities,Unknown
197710010005,Italy,45.072731,7.679541,0.0,,Business,Unknown
197710010006,Spain,43.413244,-2.902253,0.0,,Business,Basque Fatherland and Freedom (ETA)
197710010007,Italy,41.890961,12.490069,,,Private Citizens & Property,Anti-Government Group
197710020001,Italy,44.647115,10.925186,0.0,,Business,Unknown
197710020002,Italy,45.469212,9.174508,0.0,,Violent Political Party,Unknown
197710020003,Italy,45.469212,9.174508,0.0,,Private Citizens & Property,Unknown
197710020004,United States,37.462488,-122.197799,0.0,,Private Citizens & Property,Gay Liberation Front
197710030001,Italy,41.890961,12.490069,0.0,,Police,Unknown
197710030002,Italy,41.890961,12.490069,1.0,,Government (General),Italian Social Movement (MSI)
197710030003,France,41.985678,9.336867,0.0,,Business,Unknown
197710030004,West Germany (FRG),49.250476,7.36119,0.0,,Government (General),Unknown
197710030005,Italy,40.840097,14.251636,0.0,,Violent Political Party,Organized Proletarian Communists
197710030006,Italy,41.890961,12.490069,0.0,,Police,Unknown
197710030007,Italy,41.890961,12.490069,0.0,,Violent Political Party,Unknown
197710030008,Italy,41.890961,12.490069,0.0,,Violent Political Party,Unknown
197710030009,Italy,45.469212,9.174508,0.0,,Government (General),Nucleus of the Armed Struggle
197710030011,Italy,41.890961,12.490069,0.0,,Government (General),Red Brigades
197710030012,United States,34.097866,-118.407379,0.0,,Private Citizens & Property,Armenian Secret Army for the Liberation of Armenia
197710050001,Ireland,53.361675,-6.245485,1.0,,Government (General),Irish Republican Army (IRA)
197710050002,Spain,42.815372,-1.653616,0.0,,Journalists & Media,Commando Adolph Hitler
197710050003,Netherlands,51.924216,4.481776,0.0,,Government (Diplomatic),Universal Liberation Front
197710050004,Spain,42.815372,-1.653616,0.0,,Journalists & Media,Young Brigade of Navarro
197710060001,Italy,45.495837,12.244107,0.0,,Government (General),Unknown
197710060002,United States,47.610786,-122.331306,0.0,"10/6/1977: The George Jackson Brigade attempted to firebomb vehicles at the Westland Buick new care dealership in Seattle, Washington in the United States. However, the incendiary device failed to ignite.",Business,George Jackson Brigade
197710070001,Colombia,,,4.0,,Police,Revolutionary Armed Forces of Colombia (FARC)
197710070002,Spain,43.258434,-2.921819,1.0,,Business,Argentine Anticommunist Alliance (AAA)
197710070003,Spain,40.465595,-3.696263,0.0,,Transportation,First of October Antifascist Resistance Group (GRAPO)
197710070004,Spain,40.465595,-3.696263,0.0,,Government (General),First of October Antifascist Resistance Group (GRAPO)
197710070005,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Irish Republican Army (IRA)
197710080001,Spain,43.258434,-2.921819,3.0,,Government (General),Basque Fatherland and Freedom (ETA)
197710080002,Colombia,4.667128,-74.106056,0.0,,Utilities,Unknown
197710080003,France,48.856644,2.34233,0.0,,Government (General),Armed Nucleus for Popular Autonomy
197710080004,Italy,45.812032,9.085615,0.0,,Police,Communist Fighting Unit
197710080005,Italy,39.215409,9.109324,0.0,,Violent Political Party,Unknown
197710080006,Italy,41.890961,12.490069,0.0,,Government (General),Unknown
197710080007,Turkey,41.106178,28.689863,0.0,,Military,Unknown
197710080008,United Kingdom,54.33007,-6.822644,1.0,,Military,Irish Republican Army (IRA)
197710080009,United States,34.097866,-118.407379,0.0,"10/8/1977: Members of the Jewish Armed Resistance (JAR) bombed the Beth Sar Shalom Religious Center, a liberal Jewish temple in North Hollywood in Los Angeles, California, United States. The motive for the blast was that JAR was against the temple's liberal stance against anti-Semitism, which was claimed in a letter from JAR. There were no casualties in this incident; however, it is uknown whether the blast caused any property damage.",Religious Figures/Institutions,Jewish Armed Resistance
