iyear,imonth,count
1970,3,1
1970,7,1
1971,1,2
1971,5,1
1973,1,1
1973,5,1
1973,9,1
1974,9,2
1978,3,1
1979,2,1
1979,4,1
1980,1,1
1982,4,1
1982,6,1
1987,7,13
1987,11,2
1988,4,2
1989,2,1
1989,4,1
1989,5,9
1990,9,2
1991,7,4
1991,8,1
1991,9,3
1992,3,1
1992,10,10
1994,2,1
1994,5,6
1996,7,1
1996,10,1
1996,11,1
1997,3,2
1997,6,3
1997,7,6
1997,9,1
2013,10,1
2017,2,1
