iyear,count
1970,2
1971,3
1973,3
1974,2
1978,1
1979,2
1980,1
1982,2
1987,15
1988,2
1989,11
1990,2
1991,8
1992,11
1994,7
1996,3
1997,12
2013,1
2017,1
