iyear,count
1990,1
1991,66
1992,156
1994,79
1995,147
1996,52
1997,12
1998,6
1999,13
2000,8
2001,8
2002,3
2003,2
2004,3
2005,3
2006,4
2007,3
2008,3
2009,4
2010,1
2011,8
2012,5
2014,14
2015,68
2016,45
2017,28
2018,24
2019,17
2020,33
