iyear,count
1977,1
1979,1
1980,1
1981,1
1982,1
1984,1
1985,1
1986,11
1987,6
1988,36
1989,36
1990,22
1991,42
1992,76
1994,68
1995,74
1996,161
1997,17
1998,2
1999,11
2000,23
2001,15
2002,5
2003,4
2004,11
2005,23
2006,23
2007,9
2008,19
2009,27
2010,22
2011,13
2012,18
2013,138
2014,130
2015,469
2016,89
2017,41
2018,33
2019,32
2020,30
