iyear,count
1970,3
1971,1
1973,1
1974,4
1975,4
1976,5
1977,4
1978,2
1979,4
1983,3
1984,1
1985,1
1986,1
1987,1
1988,2
1989,1
1990,10
1991,5
1992,13
1994,4
1995,5
1996,7
1997,6
1999,2
2000,1
2002,3
2003,1
2004,2
2005,5
2006,11
2007,5
2008,8
2009,2
2010,2
2011,3
2012,3
2013,5
2014,2
2015,7
2016,13
2017,28
2018,10
2019,26
2020,53
