iyear,count
1972,1
1976,2
1979,4
1980,4
1981,4
1983,9
1984,2
1986,5
1987,4
1988,1
1989,2
1990,15
1991,16
1992,37
1994,3
1995,6
1996,2
1997,6
1999,1
2000,1
2009,1
2016,1
