nkill,latitude,longitude
47.0,47.36865,8.539182
25.0,23.583333,119.58333
15.0,54.607712,-5.95621
26.0,32.004361,34.888229
16.0,48.139126,11.580186
30.0,41.890961,12.490069
31.0,41.890961,12.490069
12.0,53.717059,-1.635032
21.0,33.208509,35.570348
26.0,53.361675,-6.245485
25.0,33.014797,35.275805
14.0,33.004219,35.092571
12.0,44.49419,11.346518
88.0,37.99749,23.762728
12.0,40.465595,-3.696263
11.0,52.482961,-1.893592
27.0,-1.28518,36.821107
18.0,32.08297,34.811886
22.0,33.802845,35.589649
12.0,19.371887,-99.086624
11.0,12.103822,-86.267014
26.0,-26.184895,-58.175415
19.0,14.8,-89.55
92.0,-34.61768,-58.444435
11.0,40.697132,-73.931351
13.0,7.083241,125.600998
13.0,37.99749,23.762728
25.0,-34.61768,-58.444435
30.0,-34.61768,-58.444435
73.0,13.077333,-59.493008
13.0,11.1236,-84.77795
11.0,12.103822,-86.267014
100.0,5.299445,100.460795
14.0,11.92988,-85.95602
14.0,54.607712,-5.95621
16.0,35.166722,33.367574
42.0,32.793921,34.990615
17.0,14.622869,-90.529068
12.0,-18.966075,32.635359
98.0,33.888523,35.503513
422.0,30.345997,48.287136
48.0,-16.788805,28.853974
14.0,7.773489,99.623
25.0,15.333513,38.933652
16.0,15.660564,120.76857
34.0,13.052295,-86.589121
13.0,12.509204,-86.661108
11.0,22.833333,97.466667
19.0,6.796989,124.702591
54.0,-16.788805,28.853974
22.0,21.64706,98.12529
22.0,13.78944,-86.012157
18.0,-19.833307,34.849994
16.0,-18.682775,34.066629
19.0,13.69288,-89.199161
16.0,11.43857,-85.936974
27.0,17.770278,102.189444
54.0,36.201721,37.14352
12.0,8.518432,123.09752
18.0,-5.560318,12.190405
18.0,54.102813,-6.259412
50.0,33.542622,68.415329
11.0,13.658889,-89.183556
20.0,13.926371,-89.502589
41.0,34.429322,8.786049
37.0,14.622869,-90.529068
11.0,15.48666,-90.966438
16.0,-18.537029,32.125422
34.0,36.201721,37.14352
15.0,13.717868,-89.798253
12.0,13.69288,-89.199161
13.0,6.929089,122.07885
11.0,13.933732,-89.025836
30.0,8.157809,123.846756
28.0,14.060118,-89.134274
25.0,13.97556,-89.34
12.0,13.48833,-89.32222
11.0,13.766667,-88.266667
13.0,13.8136,-89.33194
16.0,13.64121,-88.785423
25.0,13.716667,-88.933333
19.0,13.785793,100.560852
13.0,13.83553,-88.985462
11.0,7.825203,123.437378
16.0,13.51222,-89.02611
14.0,13.981479,-89.555717
17.0,34.006004,71.53743
19.0,13.491242,-88.173134
19.0,13.558889,-88.43
50.0,13.553102,-88.432142
50.0,14.04111,-88.938568
50.0,13.553102,-88.432142
11.0,13.592778,-89.8275
11.0,13.658889,-89.183556
26.0,13.516667,-88.383333
20.0,13.482291,-88.712816
40.0,13.805691,-88.145787
21.0,13.336944,-87.843889
18.0,13.874575,-88.627779
11.0,31.285506,48.643416
14.0,36.201721,37.14352
25.0,13.69288,-89.199161
16.0,13.682638,-88.926466
11.0,36.201721,37.14352
21.0,15.498381,-90.982067
32.0,15.435278,-91.035556
37.0,15.498381,-90.982067
85.0,44.49419,11.346518
47.0,13.965554,-88.892274
23.0,14.15695,-89.011475
12.0,15.812561,-90.288358
16.0,13.608665,-89.760288
300.0,13.933732,-89.025836
35.0,13.957222,-89.189722
17.0,13.31111,-88.02667
25.0,13.69288,-89.199161
60.0,13.786461,-89.045407
20.0,13.738762,-89.054916
11.0,13.79833,-89.17889
24.0,13.3825,-88.183333
