nkill,latitude,longitude
47.0,47.36865,8.539182
25.0,23.583333,119.58333
26.0,32.004361,34.888229
30.0,41.890961,12.490069
31.0,41.890961,12.490069
21.0,33.208509,35.570348
26.0,53.361675,-6.245485
25.0,33.014797,35.275805
88.0,37.99749,23.762728
27.0,-1.28518,36.821107
22.0,33.802845,35.589649
26.0,-26.184895,-58.175415
92.0,-34.61768,-58.444435
25.0,-34.61768,-58.444435
30.0,-34.61768,-58.444435
73.0,13.077333,-59.493008
100.0,5.299445,100.460795
42.0,32.793921,34.990615
98.0,33.888523,35.503513
422.0,30.345997,48.287136
48.0,-16.788805,28.853974
25.0,15.333513,38.933652
34.0,13.052295,-86.589121
54.0,-16.788805,28.853974
22.0,21.64706,98.12529
22.0,13.78944,-86.012157
27.0,17.770278,102.189444
54.0,36.201721,37.14352
50.0,33.542622,68.415329
41.0,34.429322,8.786049
37.0,14.622869,-90.529068
34.0,36.201721,37.14352
30.0,8.157809,123.846756
28.0,14.060118,-89.134274
25.0,13.97556,-89.34
25.0,13.716667,-88.933333
50.0,13.553102,-88.432142
50.0,14.04111,-88.938568
50.0,13.553102,-88.432142
26.0,13.516667,-88.383333
40.0,13.805691,-88.145787
21.0,13.336944,-87.843889
25.0,13.69288,-89.199161
21.0,15.498381,-90.982067
32.0,15.435278,-91.035556
37.0,15.498381,-90.982067
85.0,44.49419,11.346518
47.0,13.965554,-88.892274
23.0,14.15695,-89.011475
300.0,13.933732,-89.025836
35.0,13.957222,-89.189722
25.0,13.69288,-89.199161
60.0,13.786461,-89.045407
24.0,13.3825,-88.183333
54.0,13.64121,-88.785423
40.0,13.64385,-88.870694
58.0,13.43204,-88.592239
22.0,13.749722,-89.229722
37.0,13.49446,-88.530343
50.0,13.49446,-88.530343
50.0,13.743611,-89.498889
27.0,13.724167,-89.172778
25.0,13.685155,-88.787642
40.0,13.986667,-89.681111
87.0,13.582486,-87.94546
45.0,13.3,-87.866667
22.0,13.447063,-88.556531
50.0,13.433333,-88.7
45.0,13.703735,-88.804566
25.0,35.813396,36.319939
40.0,13.723215,-88.819097
60.0,13.64121,-88.785423
38.0,14.004417,-88.895512
100.0,13.703735,-88.804566
23.0,13.701964,-89.147774
24.0,14.9,-90.8
29.0,15.498381,-90.982067
34.0,0.422329,32.541517
36.0,15.830597,-91.476114
100.0,14.316667,-91.9
27.0,13.5,-88.866667
30.0,14.091943,-88.747054
30.0,13.766667,-88.716667
74.0,35.724533,51.40519
50.0,16.912033,-90.299578
21.0,9.32211,-74.57168
23.0,0.869892,-73.841906
25.0,15.7,-91.666667
21.0,13.482291,-88.712816
35.0,15.083154,-90.833301
34.0,15.498381,-90.982067
21.0,13.483037,-88.683755
32.0,14.913889,-90.7778
23.0,33.550434,35.370964
31.0,15.07875,-90.412518
24.0,15.498381,-90.982067
30.0,14.566667,-89.566667
83.0,33.888523,35.503513
54.0,27.181122,31.179426
24.0,14.77312,-91.183037
23.0,14.995,-90.8075
90.0,36.201721,37.14352
30.0,13.491242,-88.173134
70.0,14.563479,-90.982067
32.0,14.563479,-90.982067
40.0,13.949826,-88.146348
66.0,33.888523,35.503513
38.0,14.96833,-91.779497
48.0,13.6,-88.85
24.0,15.498381,-90.982067
42.0,15.058649,-91.155218
23.0,14.740313,-90.886905
24.0,15.058649,-91.155218
45.0,13.90668,-88.157021
80.0,14.073542,-88.787842
67.0,12.61667,-87.01667
40.0,35.129181,36.760738
51.0,15.347892,-90.87235
24.0,13.874575,-88.627779
60.0,13.755754,-88.73273
