nkill,latitude,longitude
82.0,35.452112,44.375464
284.0,36.354146,43.143571
67.0,30.20082,66.994352
190.0,36.158559,43.255099
70.0,35.942983,43.318775
53.0,25.776572,67.019026
85.0,6.536648,21.988801
98.0,32.325196,44.918747
55.0,0.172265,30.085837
100.0,36.158559,43.255099
130.0,36.158559,43.255099
59.0,10.890928,13.627589
58.0,12.849085,45.037275
433.0,34.558524,38.293671
53.0,12.849085,45.037275
61.0,36.434562,43.158421
75.0,36.354146,43.143571
93.0,36.354146,43.143571
82.0,16.263981,-0.027987
79.0,-1.136914,41.223171
91.0,26.421478,67.860947
78.0,36.432886,37.442128
54.0,34.516895,69.147014
73.0,7.500429,9.606221
230.0,36.354146,43.143571
151.0,36.388819,42.874607
57.0,13.483373,12.843024
53.0,8.4675,25.678333
127.0,36.201721,37.143521
266.0,36.70993,67.115696
136.0,5.037831,21.209995
64.0,36.354146,43.143571
108.0,4.746876,22.814778
141.0,27.648401,14.263774
93.0,34.516895,69.147014
163.0,36.354146,43.143571
77.0,10.838515,48.933703
100.0,6.536648,21.988801
100.0,36.354146,43.143571
200.0,36.376825,42.448876
65.0,30.996139,34.247173
69.0,12.280729,13.06069
72.0,32.43483,69.001649
72.0,35.972871,65.798294
55.0,-5.173611,28.591389
57.0,32.859996,66.060508
60.0,36.080705,-115.136932
153.0,34.227744,37.244215
128.0,34.227744,37.244215
588.0,2.059818,45.326114
74.0,33.598634,69.228998
53.0,31.529886,65.027964
57.0,34.516895,69.147014
76.0,35.333062,40.138737
55.0,12.849085,45.037275
61.0,33.561505,36.368762
59.0,10.263544,13.264107
311.0,31.040109,33.350886
92.0,8.301305,30.146123
52.0,35.888797,66.352928
51.0,34.516895,69.147014
104.0,34.516895,69.147014
61.0,31.537323,65.029055
70.0,34.516895,69.147014
58.0,10.909022,6.569746
61.0,32.37001,62.128458
330.0,32.37001,62.128458
78.0,34.666105,40.816919
83.0,32.125717,65.925926
51.0,34.451933,40.911191
51.0,33.14,63.86
150.0,29.903587,66.751879
51.0,32.936783,66.217598
87.0,32.929912,65.422522
466.0,33.542623,68.41533
62.0,34.233752,68.312664
56.0,36.217656,65.933036
69.0,34.196422,71.052002
61.0,31.499713,65.000854
83.0,13.357464,13.426129
56.0,13.710986,14.210716
77.0,32.563297,68.128148
118.0,13.35737,13.426087
56.0,34.516895,69.147014
339.0,-2.032688,16.427995
67.0,-1.900424,16.556271
67.0,-1.993697,16.473506
67.0,-1.908811,16.556982
75.0,14.781294,42.972851
75.0,14.781294,42.972851
129.0,34.428871,68.838654
60.0,12.268526,14.46611
62.0,35.640348,63.309294
79.0,14.033048,-3.462427
78.0,13.981198,-3.586363
70.0,13.723337,14.153576
51.0,32.748336,66.322795
65.0,35.14573,36.69552
101.0,10.631518,14.658948
70.0,12.703331,13.217884
93.0,34.523842,69.140304
200.0,17.292985,44.207265
74.0,34.043989,70.443608
60.0,17.980834,-0.102221
128.0,13.97219,3.194502
58.0,14.229335,-0.860364
57.0,14.229335,-0.860364
84.0,2.059818,45.326114
166.0,15.229303,2.998525
116.0,15.45639,45.324871
54.0,16.165407,44.776897
150.0,35.86851,36.804666
179.0,11.373072,12.432699
98.0,13.817901,13.775748
52.0,-11.808598,40.006053
64.0,-12.432526,40.604426
97.0,-12.233852,40.140154
81.0,12.495537,12.779603
51.0,34.884201,38.872516
61.0,13.122514,22.159963
75.0,11.083984,13.693092
68.0,32.256524,68.364227
79.0,2.23547,45.07702
766.0,14.073074,36.568892
60.0,14.073074,36.568892
53.0,31.582905,65.352478
53.0,32.075566,66.1446
81.0,11.975833,13.319444
66.0,7.19283,47.528297
222.0,10.604193,36.084499
