iyear,count
1972,1
1975,1
1976,1
1977,1
1979,20
1980,10
1981,16
1982,13
1983,47
1984,159
1985,39
1986,96
1987,166
1988,358
1989,324
1990,349
1991,339
1992,237
1994,107
1995,179
1996,213
1997,193
1998,61
1999,112
2000,180
2001,234
2002,184
2003,196
2004,108
2005,146
2006,167
2007,150
2008,535
2009,672
2010,663
2011,645
2012,613
2013,694
2014,860
2015,885
2016,1027
2017,967
2018,889
2019,622
2020,450
