iyear,count
1999,39
2000,60
2001,17
2002,5
2003,9
2004,1
2005,8
2006,6
2007,5
2008,11
2009,1
2010,1
2011,1
2012,4
2013,6
2014,4
2015,2
2016,8
2017,8
2018,2
2020,3
