iyear,count
1973,1
1975,3
1977,2
1979,1
1983,1
1986,15
1988,4
1989,2
1990,3
1991,3
1992,2
2000,3
2001,1
2008,2
2009,1
2012,2
2013,13
2014,12
2015,5
2016,19
2017,4
2018,7
2019,2
2020,1
