iyear,count
1970,468
1971,247
1972,68
1973,58
1974,94
1975,149
1976,105
1977,130
1978,87
1979,69
1980,67
1981,74
1982,77
1983,44
1984,63
1985,40
1986,49
1987,34
1988,27
1989,42
1990,32
1991,31
1992,32
1994,55
1995,60
1996,35
1997,42
1998,31
1999,54
2000,42
2001,47
2002,33
2003,35
2004,9
2005,21
2006,6
2007,11
2008,18
2009,12
2010,19
2011,9
2012,20
2013,20
2014,29
2015,41
2016,68
2017,66
2018,76
2019,72
2020,103
