iyear,count
1972,1
1976,1
1978,1
1979,1
1990,2
1991,30
1992,215
1994,227
1995,185
1996,129
1997,344
1998,151
1999,106
2000,138
2001,113
2002,132
2003,75
2004,67
2005,104
2006,152
2007,124
2008,107
2009,108
2010,100
2011,15
2012,41
2013,22
2014,13
2015,15
2016,9
2017,14
2018,7
2020,4
