iyear,count
1979,1
1980,1
1986,2
1987,4
1991,2
1994,1
1995,1
2000,1
2001,1
2002,1
2007,1
2008,1
2011,3
2012,3
2013,29
2014,23
2015,19
2016,12
2017,4
2018,19
2019,16
2020,5
