iyear,count
1973,1
1974,2
1983,6
1987,10
1988,6
1989,3
1990,3
1991,17
1992,27
1994,27
1995,34
1996,27
1997,16
1998,1
1999,5
2000,9
2001,5
2002,2
2003,5
2004,2
2005,1
2006,1
2007,2
2016,1
2018,5
2019,4
2020,2
