iyear,imonth,count
1991,10,1
1992,1,1
1992,3,2
1992,8,1
1992,9,2
1992,10,1
1995,6,3
1996,10,2
1997,4,1
2002,5,2
2002,6,3
2006,8,1
2009,7,1
2011,3,1
2012,8,1
2013,9,1
2013,10,1
2014,1,1
2016,6,1
