iyear,count
1997,1
1998,4
1999,3
2000,3
2001,5
2002,7
2003,6
2004,5
2005,5
2006,5
2007,11
2008,20
2009,54
2010,18
2011,16
2012,25
2013,22
2014,110
2015,143
2016,169
2017,143
2018,163
2019,250
2020,310
