iyear,count
1970,21
1971,7
1972,20
1973,60
1974,71
1975,38
1976,54
1977,17
1978,25
1979,16
1980,6
1981,2
1982,9
1983,18
1984,46
1985,43
1986,33
1987,80
1988,33
1989,32
1990,31
1991,27
1992,41
1994,14
1995,16
1996,19
1997,11
1999,1
2001,2
2003,1
2005,3
2009,1
2010,5
2011,1
2012,2
2013,2
2014,1
2015,1
2016,2
2017,3
2018,5
2019,1
2020,5
