iyear,count
1970,1
1971,1
1972,5
1973,3
1974,3
1975,7
1976,5
1977,3
1978,3
1979,8
1980,6
1981,5
1982,4
1983,4
1984,1
1985,2
1986,2
1987,24
1989,3
1990,2
1991,16
1992,7
1994,10
1995,3
1996,1
1997,4
1998,3
1999,3
2001,2
2003,1
2006,1
2007,1
2008,5
2010,4
2011,4
2012,29
2013,27
2014,33
2015,28
2016,15
2017,17
2018,5
2019,12
2020,10
