iyear,count
1975,4
1976,2
1978,1
1980,1
1989,4
1991,5
1992,30
1994,5
1995,4
1996,3
1997,17
1998,2
2000,4
2001,7
2002,2
2003,2
2005,2
2006,2
2007,12
2008,11
2009,1
2010,12
2011,42
2012,80
2013,80
2014,115
2015,70
2016,65
2017,97
2018,52
2019,50
2020,66
